"lg" "pos1" "pos2" "ensembl_gene_id"
9 17624637 17627363 "ENSGACG00000019454"
4 24852375 24865063 "ENSGACG00000019455"
7 4852698 4854761 "ENSGACG00000019456"
4 24954177 24955946 "ENSGACG00000019457"
7 4856753 4878244 "ENSGACG00000019458"
4 24957846 24971820 "ENSGACG00000019459"
9 17631571 17632626 "ENSGACG00000019460"
4 24994302 25010245 "ENSGACG00000019461"
9 17689001 17750587 "ENSGACG00000019462"
4 25060622 25079326 "ENSGACG00000019463"
7 4880015 4882485 "ENSGACG00000019464"
9 17736632 17753573 "ENSGACG00000019465"
9 17759743 17761450 "ENSGACG00000019466"
4 25082914 25088724 "ENSGACG00000019467"
4 25093964 25099146 "ENSGACG00000019468"
9 17762969 17765323 "ENSGACG00000019469"
4 25116788 25118026 "ENSGACG00000019470"
7 4888854 4910614 "ENSGACG00000019471"
4 25318371 25416178 "ENSGACG00000019472"
9 17771957 17774008 "ENSGACG00000019473"
7 4922502 4924058 "ENSGACG00000019474"
9 17774502 17776127 "ENSGACG00000019475"
9 17780085 17782808 "ENSGACG00000019476"
9 17806071 17808369 "ENSGACG00000019477"
9 17841624 17843430 "ENSGACG00000019478"
9 17849472 17855927 "ENSGACG00000019479"
4 25422139 25423231 "ENSGACG00000019480"
4 25424476 25433284 "ENSGACG00000019481"
7 4940656 4942166 "ENSGACG00000019482"
7 4974007 5020115 "ENSGACG00000019483"
7 5040563 5050046 "ENSGACG00000019484"
4 25436299 25450435 "ENSGACG00000019485"
9 17857664 17858300 "ENSGACG00000019486"
9 17858496 17859398 "ENSGACG00000019487"
9 17862136 17866376 "ENSGACG00000019488"
7 5152897 5155372 "ENSGACG00000019489"
4 25474292 25479113 "ENSGACG00000019490"
9 17869878 17872103 "ENSGACG00000019491"
9 17872541 17877132 "ENSGACG00000019492"
7 5188226 5294544 "ENSGACG00000019493"
4 25482617 25490893 "ENSGACG00000019494"
4 25494862 25499471 "ENSGACG00000019495"
4 25499574 25509648 "ENSGACG00000019496"
4 25509908 25512909 "ENSGACG00000019497"
7 5325617 5432198 "ENSGACG00000019498"
7 5517954 5552363 "ENSGACG00000019499"
9 17882307 17887576 "ENSGACG00000019500"
9 17933071 17939568 "ENSGACG00000019501"
7 5567286 5569647 "ENSGACG00000019502"
7 5570406 5574779 "ENSGACG00000019503"
4 25509953 25510939 "ENSGACG00000019504"
4 25512845 25515581 "ENSGACG00000019505"
4 25521995 25526686 "ENSGACG00000019506"
9 17941993 17946205 "ENSGACG00000019507"
4 25553051 25563391 "ENSGACG00000019508"
4 25585353 25601311 "ENSGACG00000019509"
9 17946642 17950783 "ENSGACG00000019510"
9 17957923 17960260 "ENSGACG00000019511"
4 25666357 25682188 "ENSGACG00000019512"
9 17973555 17980601 "ENSGACG00000019513"
4 25707275 25717020 "ENSGACG00000019515"
9 17985654 17999190 "ENSGACG00000019516"
4 25729865 25732188 "ENSGACG00000019517"
4 25748627 25755028 "ENSGACG00000019518"
4 25789342 25800959 "ENSGACG00000019519"
4 25828127 25831160 "ENSGACG00000019520"
4 25835242 25837957 "ENSGACG00000019521"
4 25849279 25873712 "ENSGACG00000019522"
9 18000474 18016329 "ENSGACG00000019523"
4 25888520 25893133 "ENSGACG00000019524"
4 25902190 25913233 "ENSGACG00000019525"
9 18022842 18029582 "ENSGACG00000019526"
4 25913970 25916701 "ENSGACG00000019527"
7 5878944 5936345 "ENSGACG00000019528"
9 18032292 18037973 "ENSGACG00000019529"
4 25916803 25919138 "ENSGACG00000019530"
9 18038776 18045875 "ENSGACG00000019531"
4 25921548 25933265 "ENSGACG00000019532"
7 6050601 6058164 "ENSGACG00000019533"
4 25989823 26008325 "ENSGACG00000019534"
7 6072903 6079434 "ENSGACG00000019535"
7 6086475 6098229 "ENSGACG00000019536"
7 6100518 6112064 "ENSGACG00000019537"
4 26008602 26016327 "ENSGACG00000019538"
7 6112101 6116881 "ENSGACG00000019539"
4 26017892 26019930 "ENSGACG00000019540"
7 6116055 6135902 "ENSGACG00000019541"
4 26021971 26033263 "ENSGACG00000019542"
7 6210136 6231897 "ENSGACG00000019543"
7 6234084 6237912 "ENSGACG00000019544"
9 18061908 18068860 "ENSGACG00000019545"
7 6333047 6355732 "ENSGACG00000019546"
9 18076802 18103743 "ENSGACG00000019547"
9 18080806 18086188 "ENSGACG00000019548"
7 6551731 6573221 "ENSGACG00000019549"
9 18092917 18100457 "ENSGACG00000019550"
9 18103612 18110259 "ENSGACG00000019551"
9 18113957 18120942 "ENSGACG00000019552"
4 26068048 26070699 "ENSGACG00000019553"
4 26153002 26155616 "ENSGACG00000019554"
4 26166583 26175844 "ENSGACG00000019555"
9 18193264 18194042 "ENSGACG00000019556"
9 18205976 18209107 "ENSGACG00000019557"
4 26185449 26190872 "ENSGACG00000019558"
9 18216958 18220006 "ENSGACG00000019559"
4 26192144 26203932 "ENSGACG00000019560"
9 18223381 18227011 "ENSGACG00000019561"
9 18252671 18255651 "ENSGACG00000019562"
4 26204734 26207411 "ENSGACG00000019563"
9 18260203 18261523 "ENSGACG00000019564"
9 18265236 18267194 "ENSGACG00000019565"
9 18271464 18274403 "ENSGACG00000019566"
9 18283489 18297918 "ENSGACG00000019567"
4 26207852 26212571 "ENSGACG00000019568"
7 6584322 6586978 "ENSGACG00000019569"
9 18304684 18306204 "ENSGACG00000019570"
9 18310075 18313734 "ENSGACG00000019571"
4 26215973 26224145 "ENSGACG00000019572"
7 6588805 6590195 "ENSGACG00000019573"
7 6593144 6595368 "ENSGACG00000019574"
7 6597786 6601191 "ENSGACG00000019575"
9 18314348 18315650 "ENSGACG00000019576"
9 18320648 18339166 "ENSGACG00000019577"
4 26250725 26269765 "ENSGACG00000019578"
9 18341240 18346054 "ENSGACG00000019579"
9 18348753 18351783 "ENSGACG00000019580"
9 18356942 18358559 "ENSGACG00000019581"
9 18363586 18365747 "ENSGACG00000019582"
9 18373038 18375502 "ENSGACG00000019583"
9 18378943 18385919 "ENSGACG00000019584"
4 26277179 26277523 "ENSGACG00000019585"
4 26297130 26309157 "ENSGACG00000019586"
7 6605140 6612577 "ENSGACG00000019587"
4 26317520 26328025 "ENSGACG00000019588"
9 18400558 18406616 "ENSGACG00000019589"
7 6623513 6654186 "ENSGACG00000019590"
9 18411746 18417067 "ENSGACG00000019591"
4 26329927 26333290 "ENSGACG00000019592"
7 6663776 6665467 "ENSGACG00000019593"
4 26336128 26343105 "ENSGACG00000019594"
9 18428701 18429968 "ENSGACG00000019595"
4 26343730 26347912 "ENSGACG00000019596"
9 18440029 18440714 "ENSGACG00000019597"
9 18443757 18444299 "ENSGACG00000019598"
4 26349154 26359682 "ENSGACG00000019599"
9 18456917 18473153 "ENSGACG00000019600"
7 6666220 6667306 "ENSGACG00000019601"
4 26361473 26369415 "ENSGACG00000019602"
9 18492683 18496505 "ENSGACG00000019603"
4 26375264 26387285 "ENSGACG00000019604"
7 6668657 6676279 "ENSGACG00000019605"
9 18503613 18508709 "ENSGACG00000019606"
9 18509572 18516846 "ENSGACG00000019607"
4 26392351 26397441 "ENSGACG00000019608"
4 26452010 26467304 "ENSGACG00000019609"
4 26610147 26611181 "ENSGACG00000019610"
4 26632732 26643292 "ENSGACG00000019611"
4 26816361 26817952 "ENSGACG00000019612"
4 27137077 27137370 "ENSGACG00000019614"
4 27227061 27229334 "ENSGACG00000019615"
4 27331969 27345850 "ENSGACG00000019617"
7 6797008 6801627 "ENSGACG00000019618"
4 27563358 27572709 "ENSGACG00000019619"
9 18518957 18527551 "ENSGACG00000019620"
4 27574930 27579330 "ENSGACG00000019621"
4 27584931 27586374 "ENSGACG00000019622"
4 27588234 27596540 "ENSGACG00000019623"
4 27589198 27590516 "ENSGACG00000019624"
4 27602726 27614915 "ENSGACG00000019625"
9 18531385 18534053 "ENSGACG00000019626"
9 18541388 18543031 "ENSGACG00000019627"
9 18556129 18557862 "ENSGACG00000019628"
7 6808550 6819446 "ENSGACG00000019629"
4 27743381 27747508 "ENSGACG00000019630"
9 18576956 18578692 "ENSGACG00000019631"
9 18613066 18613920 "ENSGACG00000019632"
4 27750583 27765762 "ENSGACG00000019633"
9 18619889 18621460 "ENSGACG00000019634"
9 18627169 18628773 "ENSGACG00000019635"
9 18643111 18644160 "ENSGACG00000019636"
9 18648184 18649738 "ENSGACG00000019637"
7 6892710 6895859 "ENSGACG00000019638"
9 18655260 18657555 "ENSGACG00000019639"
4 27782270 27815061 "ENSGACG00000019640"
9 18661207 18662194 "ENSGACG00000019641"
9 18671920 18676644 "ENSGACG00000019642"
4 27835733 27840018 "ENSGACG00000019643"
4 27845019 27963161 "ENSGACG00000019644"
4 28304039 28307484 "ENSGACG00000019647"
4 28308294 28316141 "ENSGACG00000019648"
7 6895937 6897883 "ENSGACG00000019649"
7 6949922 6960905 "ENSGACG00000019650"
4 28316948 28326061 "ENSGACG00000019651"
4 28330947 28332077 "ENSGACG00000019652"
4 28334582 28337173 "ENSGACG00000019653"
4 28369933 28372785 "ENSGACG00000019654"
7 6973841 6975098 "ENSGACG00000019655"
7 6977188 6980209 "ENSGACG00000019656"
4 28378013 28403440 "ENSGACG00000019657"
7 6983627 6990057 "ENSGACG00000019658"
4 28429103 28430229 "ENSGACG00000019659"
4 28438400 28452942 "ENSGACG00000019660"
9 18678771 18683490 "ENSGACG00000019661"
4 28457178 28459966 "ENSGACG00000019662"
4 28482725 28536218 "ENSGACG00000019663"
9 18695601 18697733 "ENSGACG00000019664"
9 18708797 18714576 "ENSGACG00000019665"
4 28504412 28506407 "ENSGACG00000019666"
4 28541508 28617787 "ENSGACG00000019667"
9 18744904 18745844 "ENSGACG00000019668"
9 18750403 18764160 "ENSGACG00000019669"
9 18754069 18756163 "ENSGACG00000019670"
9 18766878 18769143 "ENSGACG00000019671"
7 6990723 6993901 "ENSGACG00000019672"
4 28628997 28632186 "ENSGACG00000019673"
4 28658720 28716045 "ENSGACG00000019674"
9 18771400 18773830 "ENSGACG00000019675"
9 18775593 18777742 "ENSGACG00000019676"
7 7005184 7050716 "ENSGACG00000019677"
9 18778117 18783646 "ENSGACG00000019678"
4 28725325 28735256 "ENSGACG00000019679"
4 28736626 28741815 "ENSGACG00000019680"
9 18785947 18789466 "ENSGACG00000019681"
9 18790380 18793807 "ENSGACG00000019682"
4 28743567 28745164 "ENSGACG00000019683"
9 18794878 18808768 "ENSGACG00000019684"
4 28753155 28759567 "ENSGACG00000019685"
7 7087349 7102748 "ENSGACG00000019686"
9 18811743 18812627 "ENSGACG00000019687"
7 7126457 7155993 "ENSGACG00000019688"
9 18813562 18817478 "ENSGACG00000019689"
4 28762101 28821369 "ENSGACG00000019690"
4 28799245 28802909 "ENSGACG00000019691"
4 28830155 28839691 "ENSGACG00000019692"
9 18818485 18822692 "ENSGACG00000019693"
4 28882245 28979573 "ENSGACG00000019694"
9 18823307 18826528 "ENSGACG00000019695"
4 28991421 28992382 "ENSGACG00000019696"
4 28992460 28993762 "ENSGACG00000019697"
4 28994711 28999977 "ENSGACG00000019698"
7 7159060 7165549 "ENSGACG00000019699"
7 7170058 7171214 "ENSGACG00000019700"
7 7175723 7192633 "ENSGACG00000019701"
4 29003291 29008737 "ENSGACG00000019702"
4 29020560 29026943 "ENSGACG00000019703"
9 18828407 18830791 "ENSGACG00000019704"
4 29029371 29032847 "ENSGACG00000019705"
4 29033967 29037601 "ENSGACG00000019706"
9 18833977 18852400 "ENSGACG00000019707"
7 7201057 7204258 "ENSGACG00000019708"
4 29039017 29050816 "ENSGACG00000019709"
7 7239835 7431018 "ENSGACG00000019710"
9 18854097 18855227 "ENSGACG00000019711"
4 29069768 29079580 "ENSGACG00000019712"
9 18877998 18879067 "ENSGACG00000019713"
9 18918512 18921047 "ENSGACG00000019714"
9 18921590 18923281 "ENSGACG00000019715"
9 18930476 18932563 "ENSGACG00000019716"
9 18937352 18941730 "ENSGACG00000019717"
4 29140176 29301388 "ENSGACG00000019718"
9 18943449 18956285 "ENSGACG00000019719"
4 29344785 29393052 "ENSGACG00000019720"
4 29397315 29480436 "ENSGACG00000019721"
9 18982955 18984565 "ENSGACG00000019722"
9 18986054 18988621 "ENSGACG00000019723"
4 29485759 29490448 "ENSGACG00000019724"
4 29512968 29548648 "ENSGACG00000019725"
9 18996799 19002865 "ENSGACG00000019726"
9 19007149 19008783 "ENSGACG00000019727"
9 19010634 19012314 "ENSGACG00000019728"
9 19013861 19020067 "ENSGACG00000019729"
9 19022037 19030700 "ENSGACG00000019730"
4 29551533 29552892 "ENSGACG00000019731"
4 29560357 29567460 "ENSGACG00000019732"
9 19040040 19043329 "ENSGACG00000019733"
9 19214718 19217541 "ENSGACG00000019734"
9 19227997 19255407 "ENSGACG00000019735"
9 19264037 19274432 "ENSGACG00000019736"
9 19276735 19278025 "ENSGACG00000019737"
9 19278376 19281260 "ENSGACG00000019738"
9 19281943 19288069 "ENSGACG00000019739"
4 29567513 29570641 "ENSGACG00000019740"
4 29574727 29594210 "ENSGACG00000019741"
4 29680981 29687716 "ENSGACG00000019742"
7 7308790 7323885 "ENSGACG00000019743"
4 29692170 29694681 "ENSGACG00000019744"
7 7463600 7468791 "ENSGACG00000019745"
4 29700807 29758980 "ENSGACG00000019746"
7 7474994 7478801 "ENSGACG00000019747"
4 29764508 29786847 "ENSGACG00000019748"
9 19286744 19291207 "ENSGACG00000019749"
7 7491253 7493482 "ENSGACG00000019750"
7 7496418 7498823 "ENSGACG00000019751"
9 19295183 19300611 "ENSGACG00000019752"
7 7500063 7503968 "ENSGACG00000019753"
9 19317634 19321451 "ENSGACG00000019754"
4 29786075 29790040 "ENSGACG00000019755"
9 19322208 19326920 "ENSGACG00000019756"
7 7506939 7507772 "ENSGACG00000019757"
7 7509036 7524189 "ENSGACG00000019758"
4 29797492 29817516 "ENSGACG00000019759"
7 7552878 7564274 "ENSGACG00000019760"
9 19327853 19335074 "ENSGACG00000019761"
4 29839982 29846846 "ENSGACG00000019762"
7 7570069 7573126 "ENSGACG00000019763"
7 7576613 7607584 "ENSGACG00000019764"
4 29847090 29848791 "ENSGACG00000019765"
4 29850165 29853724 "ENSGACG00000019766"
4 29854401 29857493 "ENSGACG00000019767"
7 7651159 7652292 "ENSGACG00000019768"
9 19338018 19340532 "ENSGACG00000019769"
7 7655132 7658029 "ENSGACG00000019770"
9 19342442 19352869 "ENSGACG00000019771"
4 29858075 29865955 "ENSGACG00000019772"
9 19379925 19380470 "ENSGACG00000019773"
9 19434009 19446092 "ENSGACG00000019774"
9 19435466 19454481 "ENSGACG00000019775"
4 29868269 29869876 "ENSGACG00000019776"
4 29872057 29880447 "ENSGACG00000019777"
9 19452540 19459616 "ENSGACG00000019778"
9 19470003 19473603 "ENSGACG00000019779"
9 19478877 19479491 "ENSGACG00000019780"
9 19481424 19481990 "ENSGACG00000019781"
9 19490169 19502321 "ENSGACG00000019782"
4 29946461 29961696 "ENSGACG00000019783"
9 19509274 19526089 "ENSGACG00000019784"
4 29972662 30015811 "ENSGACG00000019785"
9 19534008 19536820 "ENSGACG00000019786"
4 30037121 30079761 "ENSGACG00000019787"
9 19538849 19544409 "ENSGACG00000019788"
4 30079874 30080786 "ENSGACG00000019789"
7 7658493 7660595 "ENSGACG00000019790"
4 30094179 30109243 "ENSGACG00000019791"
4 30113540 30114704 "ENSGACG00000019792"
4 30118637 30232386 "ENSGACG00000019793"
7 7663664 7666824 "ENSGACG00000019794"
4 30169143 30171953 "ENSGACG00000019795"
4 30384466 30387840 "ENSGACG00000019796"
4 30411949 30419505 "ENSGACG00000019797"
9 19544951 19558346 "ENSGACG00000019798"
7 7677892 7678577 "ENSGACG00000019799"
4 30436032 30437285 "ENSGACG00000019800"
4 30440230 30443261 "ENSGACG00000019801"
7 7680420 7681232 "ENSGACG00000019802"
7 7687088 7711367 "ENSGACG00000019803"
4 30444632 30447335 "ENSGACG00000019804"
4 30481780 30482190 "ENSGACG00000019805"
4 30547378 30561073 "ENSGACG00000019806"
9 19562635 19564096 "ENSGACG00000019807"
9 19564040 19567103 "ENSGACG00000019808"
9 19569351 19575730 "ENSGACG00000019809"
9 19580935 19589991 "ENSGACG00000019810"
9 19594240 19600744 "ENSGACG00000019811"
7 7721652 7723223 "ENSGACG00000019812"
9 19617732 19619991 "ENSGACG00000019813"
4 30567165 30568996 "ENSGACG00000019814"
9 19634511 19636901 "ENSGACG00000019815"
4 30577058 30578127 "ENSGACG00000019816"
4 30582665 30591103 "ENSGACG00000019817"
9 19637086 19640094 "ENSGACG00000019818"
7 7739783 7745404 "ENSGACG00000019819"
4 30593947 30596648 "ENSGACG00000019820"
9 19645998 19646999 "ENSGACG00000019821"
9 19647131 19650698 "ENSGACG00000019822"
4 30597678 30600528 "ENSGACG00000019823"
7 7754154 7757339 "ENSGACG00000019824"
4 30602352 30607971 "ENSGACG00000019825"
9 19651307 19670618 "ENSGACG00000019826"
4 30611091 30613889 "ENSGACG00000019827"
7 7760650 7763469 "ENSGACG00000019828"
4 30617768 30618928 "ENSGACG00000019829"
4 30626613 30627688 "ENSGACG00000019830"
4 30644417 30645487 "ENSGACG00000019831"
4 30659529 30660068 "ENSGACG00000019832"
4 30667939 30669099 "ENSGACG00000019833"
7 7771903 7781711 "ENSGACG00000019834"
4 30672554 30678931 "ENSGACG00000019835"
4 30691253 30693059 "ENSGACG00000019836"
4 30702864 30704526 "ENSGACG00000019837"
4 30707414 30712890 "ENSGACG00000019838"
4 30715864 30739592 "ENSGACG00000019839"
7 7786266 7809439 "ENSGACG00000019840"
9 19731425 19732993 "ENSGACG00000019841"
9 19734083 19739224 "ENSGACG00000019842"
4 30754993 30864108 "ENSGACG00000019843"
7 7825878 7829862 "ENSGACG00000019844"
4 30867908 30890504 "ENSGACG00000019845"
9 19739032 19741232 "ENSGACG00000019846"
7 7831193 7837026 "ENSGACG00000019847"
9 19746224 19752302 "ENSGACG00000019848"
4 30881750 30882582 "ENSGACG00000019849"
9 19764001 19766964 "ENSGACG00000019850"
4 30892438 30894985 "ENSGACG00000019851"
9 19776584 19778652 "ENSGACG00000019852"
4 30895979 30899974 "ENSGACG00000019853"
9 19782411 19792354 "ENSGACG00000019854"
4 30901709 30906129 "ENSGACG00000019855"
9 19794312 19802345 "ENSGACG00000019856"
4 30908467 30916557 "ENSGACG00000019857"
4 30923914 30930073 "ENSGACG00000019858"
4 30932661 30935332 "ENSGACG00000019859"
4 30935886 30940616 "ENSGACG00000019860"
7 7838207 7846302 "ENSGACG00000019861"
4 30943737 30944587 "ENSGACG00000019862"
4 30946848 30948038 "ENSGACG00000019863"
4 30949665 30950604 "ENSGACG00000019864"
4 30951704 30953513 "ENSGACG00000019865"
4 30959440 30969955 "ENSGACG00000019866"
7 7853665 7861393 "ENSGACG00000019867"
9 19803670 19808350 "ENSGACG00000019868"
4 30973669 30979069 "ENSGACG00000019869"
7 7869640 7872620 "ENSGACG00000019870"
9 19817608 19819572 "ENSGACG00000019871"
9 19825179 19826138 "ENSGACG00000019872"
9 19833782 19837181 "ENSGACG00000019873"
9 19857015 19863722 "ENSGACG00000019874"
9 19870792 19881960 "ENSGACG00000019875"
7 7873702 7882009 "ENSGACG00000019876"
7 7888611 7907687 "ENSGACG00000019877"
9 19884808 19889810 "ENSGACG00000019878"
4 30979683 30996951 "ENSGACG00000019879"
9 19892312 19893385 "ENSGACG00000019880"
7 7969174 7974020 "ENSGACG00000019881"
9 19893839 19898085 "ENSGACG00000019882"
7 7974727 7975780 "ENSGACG00000019883"
7 7989463 7995317 "ENSGACG00000019884"
9 19919461 19931018 "ENSGACG00000019885"
7 8008457 8018407 "ENSGACG00000019886"
9 19933398 19947920 "ENSGACG00000019887"
7 8020685 8031725 "ENSGACG00000019888"
4 31007548 31008870 "ENSGACG00000019889"
9 19948421 19955465 "ENSGACG00000019890"
4 31012929 31016595 "ENSGACG00000019891"
4 31017618 31022772 "ENSGACG00000019892"
7 8044555 8045812 "ENSGACG00000019893"
7 8067799 8083111 "ENSGACG00000019894"
7 8092741 8096609 "ENSGACG00000019895"
7 8099373 8106000 "ENSGACG00000019896"
4 31023275 31026361 "ENSGACG00000019897"
9 19955745 19956532 "ENSGACG00000019898"
9 19958905 19962337 "ENSGACG00000019899"
7 8107491 8109576 "ENSGACG00000019900"
4 31026733 31029813 "ENSGACG00000019901"
7 8116198 8127941 "ENSGACG00000019902"
4 31032056 31034539 "ENSGACG00000019903"
4 31045375 31048153 "ENSGACG00000019904"
4 31052214 31053612 "ENSGACG00000019905"
9 19971492 19982653 "ENSGACG00000019906"
4 31055217 31057774 "ENSGACG00000019907"
9 19982764 19984646 "ENSGACG00000019908"
4 31061237 31068838 "ENSGACG00000019909"
9 19988765 19992540 "ENSGACG00000019910"
9 19995573 20000085 "ENSGACG00000019911"
4 31085592 31089095 "ENSGACG00000019912"
7 8130248 8142689 "ENSGACG00000019913"
4 31090663 31094886 "ENSGACG00000019914"
9 20000700 20003036 "ENSGACG00000019915"
9 20017669 20028465 "ENSGACG00000019916"
7 8143647 8147227 "ENSGACG00000019917"
9 20031451 20052812 "ENSGACG00000019918"
7 8149984 8153267 "ENSGACG00000019919"
7 8160493 8164391 "ENSGACG00000019920"
7 8166832 8167860 "ENSGACG00000019921"
7 8493116 8525881 "ENSGACG00000019922"
7 8569057 8570410 "ENSGACG00000019923"
7 8570726 8576641 "ENSGACG00000019924"
7 8583416 8593659 "ENSGACG00000019925"
9 20055344 20060013 "ENSGACG00000019926"
7 8599185 8603637 "ENSGACG00000019927"
7 8607007 8607648 "ENSGACG00000019928"
4 31095603 31100186 "ENSGACG00000019929"
7 8619681 8621022 "ENSGACG00000019930"
7 8622353 8624479 "ENSGACG00000019931"
9 20059916 20064555 "ENSGACG00000019932"
7 8628159 8630699 "ENSGACG00000019933"
4 31103160 31117234 "ENSGACG00000019934"
7 8647525 8654512 "ENSGACG00000019935"
4 31118961 31120358 "ENSGACG00000019936"
7 8805329 8808151 "ENSGACG00000019937"
4 31122014 31125008 "ENSGACG00000019938"
9 20064540 20065672 "ENSGACG00000019939"
9 20065917 20077111 "ENSGACG00000019940"
7 8813564 8823967 "ENSGACG00000019941"
7 8870275 8920981 "ENSGACG00000019942"
7 8932781 8945357 "ENSGACG00000019943"
9 20078534 20091009 "ENSGACG00000019944"
4 31129826 31165134 "ENSGACG00000019945"
7 8950083 8961286 "ENSGACG00000019946"
7 8968580 8972567 "ENSGACG00000019947"
4 31170519 31172044 "ENSGACG00000019948"
4 31271783 31278804 "ENSGACG00000019949"
7 8975875 8977495 "ENSGACG00000019950"
7 8986296 8987791 "ENSGACG00000019951"
7 8987681 8988589 "ENSGACG00000019952"
7 8995661 8997302 "ENSGACG00000019953"
7 9000505 9004170 "ENSGACG00000019954"
4 31300509 31302846 "ENSGACG00000019955"
4 31331071 31344595 "ENSGACG00000019956"
4 31346641 31351154 "ENSGACG00000019957"
7 9005340 9006568 "ENSGACG00000019958"
7 9007774 9009195 "ENSGACG00000019959"
7 9012344 9013414 "ENSGACG00000019960"
7 9025200 9026923 "ENSGACG00000019961"
4 31354438 31363157 "ENSGACG00000019962"
7 9037401 9038854 "ENSGACG00000019963"
7 9049946 9052489 "ENSGACG00000019964"
7 9056617 9058716 "ENSGACG00000019965"
7 9065250 9066502 "ENSGACG00000019966"
4 31446944 31485343 "ENSGACG00000019967"
7 9088188 9089693 "ENSGACG00000019968"
7 9109076 9111092 "ENSGACG00000019969"
4 31495299 31507946 "ENSGACG00000019970"
7 9154613 9155550 "ENSGACG00000019971"
7 9176805 9178131 "ENSGACG00000019972"
4 31510536 31513404 "ENSGACG00000019973"
7 9216157 9217821 "ENSGACG00000019974"
4 31515284 31530816 "ENSGACG00000019975"
7 9221364 9226588 "ENSGACG00000019976"
4 31533270 31534098 "ENSGACG00000019977"
7 9232100 9234155 "ENSGACG00000019978"
4 31545943 31557553 "ENSGACG00000019979"
7 9246691 9256167 "ENSGACG00000019980"
4 31566137 31577230 "ENSGACG00000019981"
7 9249981 9250568 "ENSGACG00000019982"
7 9259652 9271060 "ENSGACG00000019983"
4 31577733 31583282 "ENSGACG00000019984"
9 20091901 20102200 "ENSGACG00000019985"
4 31583796 31584431 "ENSGACG00000019986"
4 31589644 31599769 "ENSGACG00000019987"
4 31599849 31601626 "ENSGACG00000019988"
7 9272882 9275569 "ENSGACG00000019989"
4 31604014 31607594 "ENSGACG00000019990"
7 9281432 9306866 "ENSGACG00000019991"
4 31608077 31608636 "ENSGACG00000019992"
4 31609434 31611351 "ENSGACG00000019993"
9 20102510 20119352 "ENSGACG00000019994"
4 31632410 31707854 "ENSGACG00000019995"
9 20130483 20131012 "ENSGACG00000019996"
7 9311356 9318824 "ENSGACG00000019997"
9 20133376 20143968 "ENSGACG00000019998"
4 31709728 31725250 "ENSGACG00000019999"
9 20145001 20148447 "ENSGACG00000020000"
7 9325349 9329480 "ENSGACG00000020001"
9 20150078 20153043 "ENSGACG00000020002"
7 9332310 9336306 "ENSGACG00000020003"
9 20153397 20159394 "ENSGACG00000020004"
7 9351489 9364019 "ENSGACG00000020005"
7 9370306 9377779 "ENSGACG00000020006"
4 31727937 31742165 "ENSGACG00000020007"
4 31751586 31752802 "ENSGACG00000020008"
4 31771885 31775335 "ENSGACG00000020009"
9 20164985 20169780 "ENSGACG00000020010"
9 20186788 20196145 "ENSGACG00000020011"
4 31784634 31814479 "ENSGACG00000020012"
9 20186958 20189424 "ENSGACG00000020013"
9 20198840 20219835 "ENSGACG00000020014"
4 31820680 31846171 "ENSGACG00000020015"
7 9390931 9397286 "ENSGACG00000020016"
4 31925264 31944068 "ENSGACG00000020017"
7 9399696 9403438 "ENSGACG00000020018"
4 31945908 31951361 "ENSGACG00000020019"
9 20221243 20227704 "ENSGACG00000020020"
9 20232363 20239881 "ENSGACG00000020021"
7 9404415 9405080 "ENSGACG00000020022"
7 9405783 9407441 "ENSGACG00000020023"
7 9408874 9410882 "ENSGACG00000020024"
4 31951426 31962075 "ENSGACG00000020026"
7 9434231 9454745 "ENSGACG00000020027"
7 9639001 9639768 "ENSGACG00000020028"
7 9728033 9728572 "ENSGACG00000020029"
7 9805143 10104433 "ENSGACG00000020030"
4 31984940 31991861 "ENSGACG00000020031"
7 10133090 10158972 "ENSGACG00000020033"
4 31999298 32000748 "ENSGACG00000020034"
7 10164086 10168114 "ENSGACG00000020035"
4 32003121 32004194 "ENSGACG00000020036"
4 32004462 32008670 "ENSGACG00000020037"
7 10169533 10170468 "ENSGACG00000020038"
7 10172053 10177087 "ENSGACG00000020039"
4 32012155 32084033 "ENSGACG00000020040"
4 32090728 32092896 "ENSGACG00000020041"
4 32098461 32108128 "ENSGACG00000020042"
7 10180846 10198706 "ENSGACG00000020043"
4 32115669 32117408 "ENSGACG00000020044"
4 32117996 32125903 "ENSGACG00000020045"
4 32126601 32135278 "ENSGACG00000020046"
4 32137226 32150243 "ENSGACG00000020047"
4 32194921 32195871 "ENSGACG00000020048"
4 32199386 32203389 "ENSGACG00000020049"
4 32208749 32220861 "ENSGACG00000020050"
4 32222974 32224772 "ENSGACG00000020051"
4 32228894 32235186 "ENSGACG00000020052"
4 32236559 32240853 "ENSGACG00000020053"
4 32240950 32243596 "ENSGACG00000020054"
4 32244029 32245061 "ENSGACG00000020055"
4 32249805 32262737 "ENSGACG00000020056"
7 10200023 10206150 "ENSGACG00000020057"
4 32271043 32274411 "ENSGACG00000020058"
4 32276697 32279732 "ENSGACG00000020059"
4 32284853 32293715 "ENSGACG00000020060"
7 10225720 10227058 "ENSGACG00000020061"
7 10240905 10243995 "ENSGACG00000020062"
7 10287137 10293980 "ENSGACG00000020063"
4 32294247 32297644 "ENSGACG00000020064"
4 32303077 32307244 "ENSGACG00000020065"
7 10301438 10323525 "ENSGACG00000020066"
4 32310079 32327264 "ENSGACG00000020067"
